permitnum,permitclass,permitclassmapped,permittypemapped,permittypedesc,description,housingunits,statuscurrent,relatedmup,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1,daysoutcorrections,numberreviewcycles,dependentbuilding,housingcategory,contractorcompanyname
3004601-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into two parcels of land in an environmentally critical area.  Proposed Parcel sizes are: A) 5264 sq. ft. B) 5003 sq. ft. Existing single family residence on proposed parcel A to be demolished.,0.0,Completed,3004601-LU,3820 46TH AVE SW,SEATTLE,WA,98116,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004601-EX'},47.56955167,-122.39047235,"{'latitude': '47.56955167', 'longitude': '-122.39047235'}",0,0,0,N/A,
3004616-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: NEW MUP UNDER 3005703-CANCELLATION DATE 5/17/07///Design Review Early Design guidance application for 5 structures contanining a total of 21 three-story units with accessory parking.(DESCRIPTION IS INCORRECT-PLEASE REVISE  TYG 5/8).  ECA Exemption applied for a retaining wall in ECA,0.0,Canceled,3004616-LU,14349 15TH AVE NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004616-EX'},47.73325379,-122.31370844,"{'latitude': '47.73325379', 'longitude': '-122.31370844'}",,,0,N/A,
3002630-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: PROJECT CANCELLED 12/10/10 --  Future multifamily use project - eca exemption(DENIED),0.0,Canceled,3002630-LU,1774 ALKI AVE SW,SEATTLE,WA,98116,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3002630-EX'},47.58640559,-122.39722420,"{'latitude': '47.58640559', 'longitude': '-122.3972242'}",,,0,N/A,
3002697-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to allow removal of 8 725 sq.ft. of vegetation in an environmentally critical area. Project includes a revegetation mangagment plan.,0.0,Completed,3002697-LU,5052 RENTON AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3002697-EX'},47.55583254,-122.28705366,"{'latitude': '47.55583254', 'longitude': '-122.28705366'}",0,0,0,N/A,
3003292-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: ECA limited exemption for construction of SFR's in an L1 zone,0.0,Canceled,3003292-LU,9747 WOODLAWN AVE N,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003292-EX'},47.70099977,-122.33901824,"{'latitude': '47.70099977', 'longitude': '-122.33901824'}",,,0,N/A,GNC LLC
3003404-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use permit for a 4 800 sq.ft. public park with a 1 000 sq.ft. metal grated platform deck to cantilever over the steep slope in an environmentally critical area. Project includes 70 to 475 cu.yds. of grading. Determination of non significance made by Seattle Parks and Recreation.,0.0,Completed,3003404-LU,1411 31ST AVE S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003404-EX'},47.58999523,-122.29262785,"{'latitude': '47.58999523', 'longitude': '-122.29262785'}",0,0,0,N/A,SEATTLE PARKS DEPT
3003644-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into two parcels of land in an environmentally critical area.  Proposed parcel sizes are: A)5 929sq.ft and B)8 691 sq.ft.  Existing structure to remain.,0.0,Completed,3003644-LU,5138 S MYRTLE ST,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003644-EX'},47.53918023,-122.26838205,"{'latitude': '47.53918023', 'longitude': '-122.26838205'}",0,0,0,N/A,
3003719-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Spokane bridge; 3600 W Marginal wy sw.-repair work,0.0,Canceled,,,,,,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003719-EX'},,,,,,0,N/A,SEATTLE TRANSPORTATION
3003957-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a three-story  single family residence (1 285 sq. ft. building footprint; 3 757 sq. ft. of living area) in an environmentally critical area.  One parking space will be provided in below grade garage.,0.0,Completed,3003957-LU,2318 PERKINS LN W,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003957-EX'},47.63827548,-122.41029984,"{'latitude': '47.63827548', 'longitude': '-122.41029984'}",0,0,0,N/A,
3003278-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: PERMIT EXTENSION TO 05/04/2016 PER ORD. #123072  NO FURHTER RENEWALS ALLOWED. MGC 2/25/10. LAND USE PERMIT TO ALLOW A SIX STORY  148 unit APARTMENT BUILDING WITH 1 673 SQ.FT. OF RETAIL AT GROUND FLOOR.  PARKING FOR 186 VEHICLES WILL BE LOCATED AT AND BELOW GRADE.  EXISTING STRUCTURES TO BE REMOVED.unit,0.0,Completed,3003278-LU,13524 LINDEN AVE N,SEATTLE,WA,98133,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003278-EX'},47.72754533,-122.34710824,"{'latitude': '47.72754533', 'longitude': '-122.34710824'}",0,0,0,N/A,
3003405-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CANCELLED 1/10/2011 -- shortplat to create two parcels,0.0,Canceled,3003405-LU,6060 UPLAND TER S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003405-EX'},47.54725673,-122.26496394,"{'latitude': '47.54725673', 'longitude': '-122.26496394'}",,,0,N/A,
3003546-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Tree trimming  and,0.0,Canceled,3003546-LU,13838 NORTHWOOD RD NW,SEATTLE,WA,98177,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003546-EX'},47.72990452,-122.36260731,"{'latitude': '47.72990452', 'longitude': '-122.36260731'}",,,0,N/A,
3003725-EX,Industrial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: T25/30 Bridge Project (t25 half)/double tagged with 3004206 for North half (T30) portion of bridge.  Shoreline substantial development application to demolish 16 000 sq. ft. cargo terminal facility and construct a 311 linear ft. bridge and piles (Port of Seattle). Project includes 17 000 cu. yds. of grading and improvements accessory to cargo terminal.  Construction of bridge and pilings at Terminal 30 is also being reviewed under project 3004206.  Determination,0.0,Completed,3003725-LU,3225 EAST MARGINAL WAY S,SEATTLE,WA,98134,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003725-EX'},47.57569062,-122.34092478,"{'latitude': '47.57569062', 'longitude': '-122.34092478'}",0,0,0,N/A,PORT OF SEATTLE ENGINEERING
3003831-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to subdivide one parcel into three parcels of land in an environmentally critical area.  Proposed Parcel sizes are: A) 5 499 sq. ft.  B) 6 306 sq. ft.; and C) 5 856 sq. ft. Existing structures to remain.,0.0,Completed,3003831-LU,4656 S WILLOW ST,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003831-EX'},47.54093440,-122.27294302,"{'latitude': '47.5409344', 'longitude': '-122.27294302'}",0,0,0,N/A,
3003868-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Permit to subdivide one parcel into two parcels of land in an environmentally critical area. Proposed parcel sizes are: A)12 945 sq.ft. and B)31 801 sq.ft.  Existing structure to be remodeled or removed.  Drop Off Only. 11/21/05,0.0,Completed,3003868-LU,14343 15TH AVE NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003868-EX'},47.73322611,-122.31309023,"{'latitude': '47.73322611', 'longitude': '-122.31309023'}",0,0,0,N/A,
3003157-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Permit to adjust the boundary between 2 parcels of land. Proposed parcel sizes are: A)5000 sq.ft. and B)5278 sq.ft.,0.0,Completed,3003157-LU,5080 23RD AVE SW,SEATTLE,WA,98106,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003157-EX'},47.55554050,-122.36084885,"{'latitude': '47.5555405', 'longitude': '-122.36084885'}",0,0,0,N/A,
3003176-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use approval to subdivide one parcel into two parcels of land in an environmentally critical area. Proposed parcel sizes are: a)4 008.9 sq.ft. and b) 4 021.1 sq.ft. Existing structure to remain.,0.0,Completed,3003176-LU,4411 WILLIAMS AVE W,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003176-EX'},47.65981878,-122.39251689,"{'latitude': '47.65981878', 'longitude': '-122.39251689'}",0,0,0,N/A,
3003269-EX,Institutional,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Shoreline Substantial Development permit to establish use as park and restore shoreline. Project includes more than 500 cubic yards of grading. Environmental Review conducted by Seattle Parks and Recreation.,0.0,Completed,3003269-LU,920 WESTLAKE AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003269-EX'},47.62782465,-122.33926927,"{'latitude': '47.62782465', 'longitude': '-122.33926927'}",0,0,0,N/A,SEATTLE PARKS DEPT
3003271-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use approval to subdivide one parcel into two parcels in an ECA.Proposed parcel A)11 853 and proposed parcel B) 9 896 sq.ft. Existing garage shed and swimmming pool to be removed.,0.0,Completed,3003271-LU,13025 9TH AVE NW,SEATTLE,WA,98177,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003271-EX'},47.72404463,-122.36824703,"{'latitude': '47.72404463', 'longitude': '-122.36824703'}",0,0,0,N/A,
3003279-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Shoreline Substantial Development to approve a 343 sq.ft. roof-deck addition to a portion of existing floating home.,0.0,Completed,3003279-LU,2019 FAIRVIEW AVE E,SEATTLE,WA,98102,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003279-EX'},47.63725687,-122.33070879,"{'latitude': '47.63725687', 'longitude': '-122.33070879'}",0,0,0,N/A,CONTEXT DESIGN / BUILD INC
3003525-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use permit to subdivide 1 parcel into 3 unit lots. The construction of  townhouses  has been approved under Project #2502820. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,0.0,Completed,3003525-LU,1908 11TH AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003525-EX'},47.63626496,-122.37143421,"{'latitude': '47.63626496', 'longitude': '-122.37143421'}",0,0,0,N/A,
3003442-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Council land use action to remove six existing athletic field lights and install eight new light poles up to 100' in height. (Loyal Heights Playfield).  Resurfacing the playfield with synthetic turf and remodeling bathrooms will be under separate action.,0.0,Completed,3003442-LU,2101 NW 77TH ST,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003442-EX'},47.68475175,-122.38258632,"{'latitude': '47.68475175', 'longitude': '-122.38258632'}",0,0,0,N/A,SEATTLE PARKS DEPT
3003539-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Canceled - lack of activity 11/26/2014 jhInstall mid-line float to existing buoy.,0.0,Canceled,3003539-LU,3756 W COMMODORE WAY,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003539-EX'},47.66668354,-122.40786493,"{'latitude': '47.66668354', 'longitude': '-122.40786493'}",,,0,N/A,
3003853-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CANCELED 1/6/2011  Land Use Application to allow a two-story addition to a single family residence (one car garage 468 sq. ft. addition and deck all previously built).,0.0,Canceled,3003853-LU,3643 46TH AVE SW,SEATTLE,WA,98116,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003853-EX'},47.57077850,-122.39127652,"{'latitude': '47.5707785', 'longitude': '-122.39127652'}",,,0,N/A,
3004142-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into three parcels of land. In an environmentally critical area. Proposed parcel sizes are:Existing structures,0.0,Canceled,3004142-LU,9025 CECIL AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004142-EX'},47.52292658,-122.28826567,"{'latitude': '47.52292658', 'longitude': '-122.28826567'}",,,0,N/A,
3004630-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow one  2-unit townhouse and one  3-unit townhouse structure in an environmentally critical area. Parking for five vehicles to be provided below grade. Existing structures to be demolished. Envrionmental review contemplates a future unit lot subdivision.,0.0,Completed,3004630-LU,2416 DEXTER AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004630-EX'},47.64011377,-122.34382753,"{'latitude': '47.64011377', 'longitude': '-122.34382753'}",0,0,0,N/A,
3004713-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to adjust the boundary between six parcels of land. Proposed parcel sizes are A) 4 499 sq.ft.  B)3 009 sq.ft  C)2 941 sq.ft. D)2 618 sq.ft. E)2 741 sq.ft. and F)6 909 sq.ft.  Existing structure on parcel 'F' to remain.,0.0,Completed,3004713-LU,3410 33RD AVE SW,SEATTLE,WA,98126,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004713-EX'},47.57265364,-122.37359861,"{'latitude': '47.57265364', 'longitude': '-122.37359861'}",0,0,0,N/A,
3004381-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a six-story building with 149 564 sq. ft. of office.  Parking for 275 vehicles to be provided within the structure  at and below grade.,0.0,Completed,3004381-LU,1101 WESTLAKE AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004381-EX'},47.62908860,-122.34141796,"{'latitude': '47.6290886', 'longitude': '-122.34141796'}",0,0,0,N/A,
3004436-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into two parcels of land.  Proposed parcel sizes are: A)5 086.6 sq.ft.  B)5 086.2 sq.ft.Existing structures to be removed.,0.0,Completed,3004436-LU,6511 37TH AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004436-EX'},47.67624860,-122.28788844,"{'latitude': '47.6762486', 'longitude': '-122.28788844'}",0,0,0,N/A,
3004615-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Shoreline Substantial Development application to allow an  addition to an existing single family residence to include 459 cu. yds. of grading.  Project includes 100 sq.ft. basement addition  new deck and swimming pool.,0.0,Completed,3004615-LU,3744 W COMMODORE WAY,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004615-EX'},47.66651942,-122.40773834,"{'latitude': '47.66651942', 'longitude': '-122.40773834'}",0,0,0,N/A,
3004804-EX,Industrial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: CANCELED  Shoreline substantial development application to allow 88 lineal feet of erosion control (rip rap) along the existing shoreline. Project includes 80 cu.yds of grading.,0.0,Canceled,3004804-LU,4150 WEST MARGINAL WAY SW,SEATTLE,WA,98106,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004804-EX'},47.56576975,-122.35132830,"{'latitude': '47.56576975', 'longitude': '-122.3513283'}",,,0,N/A,
3005174-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: ECA Exemption request for future short plat,0.0,Canceled,3005174-LU,9405 LEROY PL S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3005174-EX'},47.51847906,-122.28785411,"{'latitude': '47.51847906', 'longitude': '-122.28785411'}",,,0,N/A,
3005347-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to expand an existing 3 311 sq.ft. customer service office building to include 1 000 sq.ft for administrative office and 2 041 sq.ft. for customer service office for a total building area of 6 352 sq.ft.  No change in parking requirement (seven spaces).,0.0,Completed,3005347-LU,3101 E MADISON ST,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3005347-EX'},47.62589071,-122.29214877,"{'latitude': '47.62589071', 'longitude': '-122.29214877'}",0,0,0,N/A,
3003980-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to approve a new 2 071 sq. ft. three-story  single family residence with attached garage. Proposal includes removal of a 61 sq. ft. portion of existing dock.,0.0,Completed,3003980-LU,14356 RIVIERA PL NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003980-EX'},47.73321503,-122.28389529,"{'latitude': '47.73321503', 'longitude': '-122.28389529'}",0,0,0,N/A,
3004009-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to change use of a 74 052 sq. ft. mobile home development to a 37 340 sq. ft. outdoor storage yard. Existing structures to be removed. Surface parking for 18 vehicles to provided on the site.,0.0,Completed,3004009-LU,9645 M L KING JR WAY S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004009-EX'},47.51547987,-122.27933639,"{'latitude': '47.51547987', 'longitude': '-122.27933639'}",0,0,0,N/A,
3004083-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: PROJECT CANCELLED 12/27/2010 -- Short plat,0.0,Canceled,3004083-LU,7514 27TH AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004083-EX'},47.68354405,-122.29838077,"{'latitude': '47.68354405', 'longitude': '-122.29838077'}",,,0,N/A,
3004140-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Remove one layer of roof composition and replace with metal roof.,0.0,Canceled,3004140-LU,1214 E HAMLIN ST,SEATTLE,WA,98102,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004140-EX'},47.64578913,-122.31587800,"{'latitude': '47.64578913', 'longitude': '-122.315878'}",,,0,N/A,
3004163-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for:,0.0,Canceled,,,,,,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004163-EX'},,,,,,0,N/A,
3004193-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into three parcels of land. Proposed parcel sizes are:A)6 367 sq.ft.  B)6 449 sq.ft.  C)6 367 sq.ft. Existing structures to be removed.,0.0,Completed,3004193-LU,10038 ASHWORTH AVE N,SEATTLE,WA,98133,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004193-EX'},47.70255992,-122.33895177,"{'latitude': '47.70255992', 'longitude': '-122.33895177'}",0,0,0,N/A,
3004292-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Land Use Application to daylight 1 200 linear ft and restore creek (Madronna Park Creek).  Determination of Non-Significance prepared by Seattle Parks and Recreation.  Project includes construction of three pedestrian bridges  one overlook platform and 2200 cu. yds. of grading.,0.0,Completed,3004292-LU,800 LAKE WASHINGTON BLVD,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004292-EX'},47.61013889,-122.28259274,"{'latitude': '47.61013889', 'longitude': '-122.28259274'}",0,0,0,N/A,SEATTLE PARKS DEPT
3003467-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CANCELLED DUE TO NO ACTIVITY 1/6/15 MH - Rezone property from SF 7200 to SF 5000.  ECA Exemption.,0.0,Canceled,3003467-LU,11334 CORLISS AVE N,SEATTLE,WA,98133,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003467-EX'},47.71141844,-122.33093054,"{'latitude': '47.71141844', 'longitude': '-122.33093054'}",,,0,N/A,
3003599-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application for a major phased development proposal which will include up to 1 000 000 sq.ft. administrative office use for the Bill and Melinda Gates Foundation.  Parking for up to 2 000 vehicles will be provided.Project review will occur in phases within a fifteen year period.,0.0,Completed,3003599-LU,500 5TH AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003599-EX'},47.62419713,-122.34444505,"{'latitude': '47.62419713', 'longitude': '-122.34444505'}",0,0,0,N/A,SENECA GROUP
3003688-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Shoreline exemption-Fairview Park  2900 Fairview Ave E,0.0,Canceled,,,,,,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003688-EX'},,,,,,0,N/A,
3003726-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: Shoreline exemption for geotechnical testing for future planning and desinging a piling support bridge connection between Terminal 25 and Terminal 30.  Exemption includes work in the ROW.,0.0,Canceled,3003726-LU,2431 EAST MARGINAL WAY S,SEATTLE,WA,98134,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003726-EX'},47.58107429,-122.34113069,"{'latitude': '47.58107429', 'longitude': '-122.34113069'}",,,0,N/A,PORT OF SEATTLE ENGINEERING
3003808-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to subdivide one parcel into two parcels of land in an environmentally critical area.  Proposed parcel sizes are: A) 8 152 sq. ft. and B) 5 646 sq. ft.  Existing structure to remain.,0.0,Completed,3003808-LU,2040 34TH AVE S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003808-EX'},47.58398754,-122.28955939,"{'latitude': '47.58398754', 'longitude': '-122.28955939'}",0,0,0,N/A,
3003974-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into three parcels of land in an enviromentally critical area. Proposed parcel sizes are: A)5 087.7 sq.ft.  B)5 087.7 sq.ft.  C)7 103.5 sq.ft. Existing structures to be demolished.,0.0,Completed,3003974-LU,3701 W BARRETT ST,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3003974-EX'},47.64661995,-122.40471406,"{'latitude': '47.64661995', 'longitude': '-122.40471406'}",0,0,0,N/A,
3004720-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: PROJECT CANCELLED TO CLEAR FROM HANSEN ONLY; ECA Exemption for short plat of one parcel into 4 parcels of land-4/13/06 eca REVIEW REQ. (SEE 3006440),0.0,Canceled,3004720-LU,8612 RAVENNA AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004720-EX'},47.69155281,-122.30191081,"{'latitude': '47.69155281', 'longitude': '-122.30191081'}",,,0,N/A,
3004729-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide one parcel into two parcels of land in an environmentally critical area.  Proposed Parcel sizes are: A) 10 776 sq. ft. B)10 779 sq. ft. Existing structures to be demolished.  ECA Exemption request.,0.0,Completed,3004729-LU,9340 CALIFORNIA AVE SW,SEATTLE,WA,98136,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004729-EX'},47.51907674,-122.38696291,"{'latitude': '47.51907674', 'longitude': '-122.38696291'}",0,0,0,N/A,
3004916-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: PROJECT CANCELLED 11/17/10 -- ECA EXEMPTION only(APPVD) -- see related short plat 3006192. (unable to issue exemption status is still approved).,0.0,Canceled,3004916-LU,9231 11TH AVE NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3004916-EX'},47.69705151,-122.37038182,"{'latitude': '47.69705151', 'longitude': '-122.37038182'}",,,0,N/A,
